inventory_id,product_id,store_id,stock_received,stock_sold,current_stock,reorder_level,inventory_date
INV03893,PROD0018,STR005,62,269,349,72.0,2025-06-20
INV03894,PROD0222,STR002,260,273,364,29.0,2024-08-28
INV03895,PROD0093,STR002,89,273,119,15.0,2024-07-06
INV03896,PROD0223,STR013,138,286,375,40.0,2025-03-19
INV03897,PROD0025,STR011,452,65,317,64.0,2024-12-30
INV03898,PROD0169,STR002,31,64,300,43.0,2024-05-30
INV03899,PROD0183,STR005,493,135,170,27.0,2025-10-18
INV03900,PROD0059,STR004,78,284,240,33.0,2025-10-22
INV03901,PROD0178,STR003,353,276,396,42.0,2025-05-23
INV03902,PROD0095,STR006,434,285,59,25.0,2024-06-04
INV03903,PROD0073,STR004,400,141,198,21.0,2025-11-17
INV03904,PROD0119,STR010,464,88,13,17.0,2025-01-22
INV03905,PROD0154,STR011,456,42,181,18.0,2024-06-02
INV03906,PROD0241,STR005,484,205,392,58.0,2024-12-18
INV03907,PROD0033,STR013,49,244,368,40.0,2024-11-29
INV03908,PROD0074,STR013,298,173,36,52.0,2024-09-11
INV03909,PROD0098,STR011,133,50,297,46.0,2025-11-19
INV03910,PROD0217,STR015,193,67,287,34.0,2025-06-12
INV03911,PROD0205,STR014,94,15,212,15.0,2024-04-26
INV03912,PROD0071,STR008,237,168,140,41.0,2024-06-25
INV03913,PROD0049,STR003,369,154,109,68.0,2025-03-26
INV03914,PROD0010,STR008,64,164,94,51.0,2024-10-05
INV03915,PROD0142,STR003,327,111,395,75.0,2025-06-16
INV03916,PROD0046,STR003,95,228,82,19.0,2025-03-19
INV03917,PROD0164,STR012,213,7,26,70.0,2024-10-24
INV03918,PROD0190,STR013,130,281,120,32.0,2025-02-27
INV03919,PROD0012,STR005,338,150,297,57.0,2025-08-16
INV03920,PROD0162,STR006,271,251,180,59.0,2024-08-02
INV03921,PROD0141,STR007,333,290,162,51.0,2024-10-21
INV03922,PROD0016,STR005,228,202,340,27.0,2024-02-02
INV03923,PROD0192,STR007,83,117,62,38.0,2024-12-23
INV03924,PROD0145,STR015,305,209,206,53.0,2025-06-05
INV03925,PROD0050,STR002,120,200,218,63.0,2025-03-19
INV03926,PROD0122,STR002,281,197,164,49.0,2025-03-19
INV03927,PROD0046,STR006,272,190,48,34.0,2025-03-14
INV03928,PROD0070,STR010,455,197,236,40.0,2025-03-16
INV03929,PROD0146,STR001,240,235,213,64.0,2025-04-10
INV03930,PROD0042,STR013,130,234,19,30.0,2025-05-09
INV03931,PROD0167,STR001,47,117,72,49.0,2024-05-16
INV03932,PROD0178,STR004,215,266,396,78.0,2025-11-24
INV03933,PROD0195,STR010,188,101,388,43.0,2025-10-22
INV03934,PROD0092,STR015,428,242,214,35.0,2025-08-12
INV03935,PROD0049,STR014,344,80,28,72.0,2025-08-26
INV03936,PROD0006,STR012,139,100,317,25.0,2024-07-11
INV03937,PROD0165,STR005,351,176,83,13.0,2024-08-11
INV03938,PROD0242,STR010,382,296,2,54.0,2024-12-21
INV03939,PROD0097,STR014,393,25,71,14.0,2024-01-06
INV03940,PROD0227,STR005,402,185,251,76.0,2024-05-09
INV03941,PROD0155,STR013,144,283,386,77.0,2024-09-19
INV03942,PROD0125,STR004,160,254,314,57.0,2024-12-12
INV03943,PROD0094,STR009,103,246,240,14.0,2025-03-27
INV03944,PROD0193,STR006,139,238,104,70.0,2025-08-15
INV03945,PROD0243,STR004,479,299,123,71.0,2025-02-26
INV03946,PROD0025,STR013,290,144,52,71.0,2024-09-25
INV03947,PROD0171,STR008,306,5,307,40.0,2024-12-31
INV03948,PROD0031,STR013,484,228,119,12.0,2024-11-01
INV03949,PROD0143,STR002,385,17,155,46.0,2024-02-11
INV03950,PROD0110,STR002,415,298,11,10.0,2025-09-14
INV03951,PROD0250,STR001,145,206,96,40.0,2024-01-04
INV03952,PROD0206,STR011,125,97,262,16.0,2025-10-30
INV03953,PROD0061,STR005,212,297,131,71.0,2025-01-28
INV03954,PROD0130,STR006,70,49,185,67.0,2025-03-30
INV03955,PROD0235,STR012,26,147,285,67.0,2025-07-12
INV03956,PROD0139,STR009,29,134,7,62.0,2025-10-06
INV03957,PROD0121,STR013,230,256,202,72.0,2025-04-15
INV03958,PROD0133,STR001,300,117,283,43.0,2025-10-22
INV03959,PROD0115,STR011,440,107,346,52.0,2024-09-23
INV03960,PROD0037,STR005,497,78,144,54.0,2025-09-29
INV03961,PROD0081,STR010,113,184,250,58.0,2025-04-16
INV03962,PROD0075,STR015,196,60,53,56.0,2025-10-25
INV03963,PROD0172,STR003,313,132,116,11.0,2025-09-12
INV03964,PROD0182,STR007,185,69,68,16.0,2025-01-02
INV03965,PROD0067,STR007,84,187,119,38.0,2024-11-17
INV03966,PROD0127,STR002,39,179,157,19.0,2024-04-09
INV03967,PROD0220,STR010,395,155,23,17.0,2024-07-20
INV03968,PROD0185,STR009,192,180,357,26.0,2025-11-24
INV03969,PROD0073,STR009,177,113,358,11.0,2024-09-18
INV03970,PROD0150,STR011,116,182,97,48.0,2024-02-02
INV03971,PROD0128,STR006,295,272,134,62.0,2025-04-21
INV03972,PROD0011,STR008,58,177,72,11.0,2024-07-24
INV03973,PROD0177,STR014,162,144,41,28.0,2025-05-30
INV03974,PROD0067,STR009,238,237,58,77.0,2025-11-04
INV03975,PROD0226,STR015,80,295,272,34.0,2024-09-24
INV03976,PROD0087,STR014,200,223,359,48.0,2024-11-20
INV03977,PROD0037,STR002,480,86,187,75.0,2025-08-08
INV03978,PROD0245,STR008,314,134,240,64.0,2025-03-05
INV03979,PROD0191,STR005,419,34,90,55.0,2024-11-11
INV03980,PROD0058,STR002,290,209,33,31.0,2024-03-27
INV03981,PROD0081,STR002,63,272,311,77.0,2024-04-05
INV03982,PROD0153,STR014,422,174,1,57.0,2024-08-10
INV03983,PROD0147,STR003,29,241,37,42.0,2024-12-30
INV03984,PROD0126,STR013,315,241,188,29.0,2025-05-11
INV03985,PROD0064,STR011,103,201,60,18.0,2025-05-25
INV03986,PROD0039,STR014,291,67,290,26.0,2024-05-14
INV03987,PROD0217,STR013,308,234,51,70.0,2025-08-17
INV03988,PROD0175,STR004,73,186,27,57.0,2025-01-19
INV03989,PROD0177,STR012,344,121,49,70.0,2025-06-23
INV03990,PROD0163,STR002,470,87,13,38.0,2025-07-05
INV03991,PROD0167,STR005,250,297,264,40.0,2024-01-27
INV03992,PROD0245,STR012,138,224,74,10.0,2024-04-08
INV03993,PROD0205,STR012,300,143,389,35.0,2024-04-05
INV03994,PROD0022,STR008,168,51,319,32.0,2024-02-16
INV03995,PROD0174,STR006,245,209,92,77.0,2024-12-31
INV03996,PROD0057,STR009,274,150,88,72.0,2025-08-11
INV03997,PROD0055,STR001,80,237,209,50.0,2024-12-06
INV03998,PROD0240,STR012,436,144,43,36.0,2025-07-28
INV03999,PROD0230,STR008,350,157,221,48.0,2025-06-13
INV04000,PROD0094,STR004,80,129,173,21.0,2024-02-29
INV04001,PROD0167,STR002,318,298,208,10.0,2024-10-01
INV04002,PROD0118,STR005,441,150,177,25.0,2024-08-15
INV04003,PROD0050,STR008,235,193,270,78.0,2025-01-04
INV04004,PROD0002,STR006,359,137,388,73.0,2024-01-05
INV04005,PROD0041,STR001,400,5,348,68.0,2024-08-09
INV04006,PROD0141,STR010,486,236,80,26.0,2025-08-20
INV04007,PROD0116,STR010,173,139,13,60.0,2025-07-28
INV04008,PROD0132,STR006,403,129,293,49.0,2024-06-22
INV04009,PROD0072,STR014,374,37,270,67.0,2025-09-17
INV04010,PROD0051,STR012,302,273,329,53.0,2025-07-30
INV04011,PROD0072,STR003,281,15,18,13.0,2024-06-22
INV04012,PROD0149,STR012,270,80,291,45.0,2024-08-30
INV04013,PROD0047,STR006,320,220,140,76.0,2024-04-09
INV04014,PROD0094,STR005,163,279,134,21.0,2024-08-14
INV04015,PROD0160,STR004,405,90,162,20.0,2024-02-05
INV04016,PROD0213,STR011,35,142,327,45.0,2024-12-25
INV04017,PROD0199,STR011,76,227,71,19.0,2024-05-20
INV04018,PROD0158,STR007,31,51,54,13.0,2024-09-22
INV04019,PROD0233,STR009,47,190,354,49.0,2024-04-18
INV04020,PROD0229,STR006,448,235,275,41.0,2024-04-03
INV04021,PROD0058,STR009,370,92,179,43.0,2024-09-22
INV04022,PROD0237,STR002,473,16,154,12.0,2024-09-08
INV04023,PROD0061,STR013,323,36,201,72.0,2024-07-13
INV04024,PROD0243,STR002,220,31,8,62.0,2025-07-01
INV04025,PROD0193,STR004,64,43,38,27.0,2024-12-30
INV04026,PROD0241,STR013,160,22,93,23.0,2025-04-01
INV04027,PROD0023,STR006,246,193,347,23.0,2025-08-02
INV04028,PROD0086,STR009,466,215,303,50.0,2025-01-24
INV04029,PROD0127,STR015,289,292,59,76.0,2025-01-11
INV04030,PROD0041,STR008,368,55,136,16.0,2024-02-24
INV04031,PROD0231,STR002,405,55,361,24.0,2025-05-29
INV04032,PROD0060,STR002,291,99,54,44.0,2024-10-01
INV04033,PROD0035,STR009,82,29,192,75.0,2025-03-12
INV04034,PROD0206,STR009,382,32,229,26.0,2024-07-17
INV04035,PROD0051,STR003,443,129,356,31.0,2025-09-24
INV04036,PROD0234,STR001,236,119,267,74.0,2025-02-13
INV04037,PROD0014,STR011,472,45,217,42.0,2025-01-04
INV04038,PROD0143,STR001,124,145,59,52.0,2025-02-03
INV04039,PROD0022,STR001,264,273,375,77.0,2024-11-15
INV04040,PROD0055,STR011,270,160,232,46.0,2024-06-28
INV04041,PROD0207,STR010,293,139,185,35.0,2025-05-31
INV04042,PROD0190,STR013,462,147,65,43.0,2025-07-17
INV04043,PROD0035,STR014,242,25,42,43.0,2025-09-27
INV04044,PROD0095,STR011,372,1,116,76.0,2024-12-10
INV04045,PROD0022,STR012,101,183,92,19.0,2025-02-25
INV04046,PROD0083,STR002,72,186,108,19.0,2025-07-01
INV04047,PROD0174,STR002,112,106,214,76.0,2025-02-24
INV04048,PROD0111,STR015,338,262,313,45.0,2024-03-03
INV04049,PROD0014,STR001,252,192,309,37.0,2024-03-05
INV04050,PROD0047,STR011,402,254,342,66.0,2025-03-05
INV04051,PROD0093,STR004,303,106,26,32.0,2025-10-19
INV04052,PROD0100,STR003,296,222,222,33.0,2024-07-12
INV04053,PROD0104,STR011,248,169,112,78.0,2024-09-30
INV04054,PROD0151,STR015,374,48,390,67.0,2024-02-05
INV04055,PROD0140,STR011,201,209,96,49.0,2024-02-14
INV04056,PROD0119,STR015,322,54,325,76.0,2024-10-10
INV04057,PROD0207,STR001,33,259,131,30.0,2025-03-03
INV04058,PROD0226,STR001,483,266,10,72.0,2025-11-26
INV04059,PROD0200,STR015,167,75,372,48.0,2024-12-10
INV04060,PROD0235,STR012,132,80,253,59.0,2025-07-02
INV04061,PROD0196,STR009,230,83,287,13.0,2025-04-02
INV04062,PROD0250,STR015,481,54,383,47.0,2025-04-12
INV04063,PROD0231,STR003,432,279,361,45.0,2024-12-20
INV04064,PROD0166,STR013,253,199,193,67.0,2024-08-10
INV04065,PROD0111,STR015,347,219,118,34.0,2025-06-10
INV04066,PROD0215,STR014,485,146,395,35.0,2025-06-07
INV04067,PROD0245,STR015,450,234,205,31.0,2025-02-21
INV04068,PROD0164,STR011,314,86,240,45.0,2024-11-30
INV04069,PROD0044,STR001,135,281,168,73.0,2024-10-03
INV04070,PROD0084,STR002,222,151,295,57.0,2025-08-19
INV04071,PROD0076,STR005,252,134,191,48.0,2024-01-14
INV04072,PROD0192,STR003,111,292,332,67.0,2024-08-11
INV04073,PROD0015,STR006,394,244,35,69.0,2024-12-13
INV04074,PROD0249,STR004,469,35,66,60.0,2024-10-23
INV04075,PROD0152,STR005,56,34,141,26.0,2025-02-28
INV04076,PROD0145,STR008,80,131,71,58.0,2025-09-06
INV04077,PROD0060,STR010,98,269,223,61.0,2024-09-10
INV04078,PROD0103,STR007,41,107,238,23.0,2025-01-08
INV04079,PROD0220,STR012,445,3,294,73.0,2024-12-22
INV04080,PROD0214,STR008,97,185,20,20.0,2025-08-07
INV04081,PROD0018,STR012,139,187,148,60.0,2024-03-08
INV04082,PROD0190,STR008,33,185,260,40.0,2024-07-25
INV04083,PROD0135,STR005,430,266,104,24.0,2025-09-22
INV04084,PROD0049,STR015,120,226,163,15.0,2024-03-01
INV04085,PROD0044,STR009,435,160,276,65.0,2025-09-16
INV04086,PROD0034,STR014,41,33,84,51.0,2024-01-02
INV04087,PROD0147,STR015,274,153,242,56.0,2025-10-14
INV04088,PROD0200,STR001,447,32,243,28.0,2025-04-07
INV04089,PROD0077,STR004,236,192,267,32.0,2024-06-29
INV04090,PROD0122,STR002,190,107,212,42.0,2024-07-28
INV04091,PROD0198,STR005,463,111,266,74.0,2025-08-09
INV04092,PROD0185,STR003,333,184,314,78.0,2024-01-22
INV04093,PROD0247,STR013,342,255,235,53.0,2024-08-06
INV04094,PROD0008,STR002,309,197,204,77.0,2024-10-29
INV04095,PROD0128,STR011,499,268,365,21.0,2024-12-30
INV04096,PROD0019,STR013,415,140,237,16.0,2024-08-04
INV04097,PROD0176,STR014,136,49,145,60.0,2024-12-24
INV04098,PROD0185,STR011,478,65,221,30.0,2024-01-29
INV04099,PROD0164,STR011,177,127,37,78.0,2024-03-16
INV04100,PROD0154,STR008,53,247,172,13.0,2024-03-08
INV04101,PROD0180,STR015,142,277,167,74.0,2025-01-21
INV04102,PROD0184,STR010,45,0,280,66.0,2025-05-08
INV04103,PROD0216,STR006,76,184,324,40.0,2025-08-14
INV04104,PROD0246,STR002,163,59,242,37.0,2024-06-03
INV04105,PROD0083,STR009,303,126,293,42.0,2024-05-07
INV04106,PROD0005,STR008,109,5,211,18.0,2024-11-22
INV04107,PROD0143,STR013,121,220,241,72.0,2025-08-29
INV04108,PROD0246,STR006,269,197,380,53.0,2025-10-17
INV04109,PROD0098,STR015,354,227,257,42.0,2024-06-22
INV04110,PROD0044,STR005,424,45,38,22.0,2024-03-07
INV04111,PROD0033,STR013,400,168,312,18.0,2025-05-24
INV04112,PROD0077,STR004,115,296,267,59.0,2024-01-26
INV04113,PROD0249,STR014,436,59,93,63.0,2025-03-18
INV04114,PROD0131,STR004,377,296,355,20.0,2024-03-07
INV04115,PROD0004,STR008,162,89,217,35.0,2024-04-13
INV04116,PROD0115,STR002,99,270,186,68.0,2024-01-21
INV04117,PROD0234,STR001,263,296,57,11.0,2025-01-08
INV04118,PROD0029,STR005,436,190,312,15.0,2024-04-23
INV04119,PROD0159,STR012,296,280,252,12.0,2024-06-17
INV04120,PROD0224,STR008,62,127,129,13.0,2024-03-10
INV04121,PROD0123,STR008,265,251,74,46.0,2024-11-25
INV04122,PROD0015,STR006,52,37,291,76.0,2025-03-09
INV04123,PROD0039,STR008,52,202,271,52.0,2025-04-22
INV04124,PROD0230,STR008,167,145,349,47.0,2024-01-18
INV04125,PROD0232,STR014,216,210,269,25.0,2024-01-16
INV04126,PROD0119,STR009,130,221,262,65.0,2024-06-29
INV04127,PROD0072,STR015,443,181,105,48.0,2024-01-08
INV04128,PROD0114,STR001,293,141,163,59.0,2025-07-17
INV04129,PROD0134,STR004,338,109,0,11.0,2024-01-06
INV04130,PROD0165,STR015,46,216,219,70.0,2024-01-17
INV04131,PROD0181,STR014,30,65,118,38.0,2024-03-29
INV04132,PROD0125,STR002,304,235,128,13.0,2025-02-20
INV04133,PROD0077,STR004,304,165,114,33.0,2025-06-28
INV04134,PROD0102,STR007,379,205,307,77.0,2025-01-21
INV04135,PROD0167,STR009,473,27,334,34.0,2025-08-20
INV04136,PROD0075,STR006,389,27,386,43.0,2024-12-03
INV04137,PROD0214,STR005,454,48,38,66.0,2025-11-23
INV04138,PROD0171,STR013,420,172,138,18.0,2025-02-12
INV04139,PROD0099,STR012,390,109,130,24.0,2024-11-27
INV04140,PROD0141,STR013,180,287,5,44.0,2025-02-21
INV04141,PROD0123,STR006,423,257,271,25.0,2025-08-24
INV04142,PROD0010,STR008,168,214,8,13.0,2025-09-02
INV04143,PROD0237,STR015,283,223,39,42.0,2025-06-08
INV04144,PROD0222,STR009,339,40,245,60.0,2024-03-28
INV04145,PROD0247,STR008,94,267,277,68.0,2025-02-27
INV04146,PROD0196,STR014,153,210,43,12.0,2024-04-17
INV04147,PROD0032,STR012,154,59,280,28.0,2024-07-30
INV04148,PROD0167,STR002,128,55,332,34.0,2024-10-20
INV04149,PROD0150,STR006,488,91,351,66.0,2025-06-14
INV04150,PROD0148,STR001,273,84,302,31.0,2025-05-19
INV04151,PROD0044,STR006,469,5,302,51.0,2024-01-26
INV04152,PROD0165,STR014,366,146,91,44.0,2024-09-26
INV04153,PROD0144,STR011,96,274,41,12.0,2024-08-21
INV04154,PROD0249,STR015,266,230,127,59.0,2024-06-30
INV04155,PROD0202,STR012,413,220,133,72.0,2025-04-09
INV04156,PROD0246,STR010,148,247,365,54.0,2024-02-29
INV04157,PROD0008,STR002,231,75,25,28.0,2024-12-27
INV04158,PROD0195,STR014,455,293,263,30.0,2024-10-22
INV04159,PROD0171,STR009,368,162,188,55.0,2024-11-30
INV04160,PROD0182,STR013,189,40,145,26.0,2025-04-19
INV04161,PROD0120,STR011,254,72,356,71.0,2024-12-17
INV04162,PROD0077,STR007,223,277,164,43.0,2025-01-26
INV04163,PROD0077,STR003,141,138,379,69.0,2024-02-08
INV04164,PROD0199,STR010,108,108,159,37.0,2025-05-13
INV04165,PROD0067,STR013,336,245,312,51.0,2025-01-07
INV04166,PROD0246,STR013,214,183,60,52.0,2025-03-31
INV04167,PROD0220,STR004,313,18,10,66.0,2024-05-28
INV04168,PROD0237,STR013,182,133,385,44.0,2024-06-16
INV04169,PROD0016,STR009,30,66,252,57.0,2024-07-01
INV04170,PROD0152,STR001,176,109,261,73.0,2025-06-21
INV04171,PROD0156,STR011,355,241,25,42.0,2024-01-08
INV04172,PROD0073,STR006,26,186,23,68.0,2025-01-18
INV04173,PROD0178,STR002,452,202,94,65.0,2025-02-16
INV04174,PROD0087,STR014,236,161,170,53.0,2024-06-23
INV04175,PROD0035,STR010,480,178,299,56.0,2025-09-26
INV04176,PROD0149,STR011,64,221,134,45.0,2024-12-22
INV04177,PROD0063,STR003,417,72,146,49.0,2025-07-22
INV04178,PROD0063,STR013,165,28,298,66.0,2025-06-13
INV04179,PROD0080,STR001,129,112,265,60.0,2024-05-30
INV04180,PROD0188,STR014,92,65,50,65.0,2025-08-10
INV04181,PROD0135,STR014,295,125,58,71.0,2024-04-22
INV04182,PROD0043,STR015,399,299,158,30.0,2024-06-25
INV04183,PROD0163,STR004,173,258,110,16.0,2025-10-03
INV04184,PROD0062,STR011,471,82,163,73.0,2024-12-10
INV04185,PROD0035,STR006,92,88,46,54.0,2024-01-06
INV04186,PROD0153,STR001,183,194,394,18.0,2025-09-12
INV04187,PROD0083,STR003,59,172,31,59.0,2024-04-20
INV04188,PROD0210,STR013,347,281,307,41.0,2025-07-24
INV04189,PROD0127,STR001,325,219,319,78.0,2025-06-04
INV04190,PROD0054,STR006,181,199,183,78.0,2024-04-28
INV04191,PROD0140,STR005,370,239,384,30.0,2024-10-06
INV04192,PROD0013,STR013,124,14,135,41.0,2024-06-18
INV04193,PROD0202,STR012,431,68,65,11.0,2024-10-08
INV04194,PROD0096,STR002,178,78,245,44.0,2025-01-01
INV04195,PROD0098,STR012,433,122,264,64.0,2024-10-06
INV04196,PROD0018,STR011,271,170,114,19.0,2025-08-23
INV04197,PROD0178,STR005,428,20,87,54.0,2025-06-01
INV04198,PROD0029,STR004,163,45,392,28.0,2024-12-25
INV04199,PROD0231,STR008,326,107,275,16.0,2024-04-20
INV04200,PROD0179,STR009,116,244,83,33.0,2024-10-09
INV04201,PROD0146,STR011,375,270,148,27.0,2025-06-03
INV04202,PROD0237,STR008,150,140,293,45.0,2025-06-02
INV04203,PROD0077,STR009,22,296,315,42.0,2025-02-10
INV04204,PROD0186,STR012,48,169,273,42.0,2024-06-13
INV04205,PROD0022,STR012,249,118,108,11.0,2024-11-26
INV04206,PROD0204,STR009,163,74,57,68.0,2024-02-27
INV04207,PROD0206,STR015,37,13,12,62.0,2024-04-12
INV04208,PROD0032,STR004,135,75,396,49.0,2025-07-14
INV04209,PROD0064,STR006,53,216,290,11.0,2024-04-06
INV04210,PROD0137,STR004,111,71,255,12.0,2024-09-12
INV04211,PROD0067,STR006,354,236,295,70.0,2024-03-27
INV04212,PROD0245,STR013,349,196,127,38.0,2025-11-04
INV04213,PROD0243,STR007,157,19,380,71.0,2024-07-17
INV04214,PROD0091,STR004,25,78,336,18.0,2024-10-04
INV04215,PROD0156,STR002,349,274,221,52.0,2024-05-24
INV04216,PROD0047,STR001,207,71,51,65.0,2025-09-24
INV04217,PROD0203,STR006,489,112,124,46.0,2024-01-04
INV04218,PROD0064,STR011,280,260,75,29.0,2024-02-21
INV04219,PROD0054,STR004,70,75,31,55.0,2025-10-11
INV04220,PROD0007,STR006,194,212,203,69.0,2024-02-23
INV04221,PROD0101,STR005,462,60,180,34.0,2024-01-08
INV04222,PROD0194,STR012,84,127,283,65.0,2024-10-28
INV04223,PROD0219,STR007,139,259,327,78.0,2024-08-22
INV04224,PROD0211,STR014,40,299,242,69.0,2025-04-24
INV04225,PROD0167,STR005,101,254,20,11.0,2025-08-03
INV04226,PROD0162,STR003,328,61,367,19.0,2024-07-27
INV04227,PROD0111,STR015,314,206,247,20.0,2024-02-18
INV04228,PROD0174,STR014,311,122,183,64.0,2024-07-18
INV04229,PROD0197,STR012,257,141,125,75.0,2024-05-16
INV04230,PROD0176,STR009,380,76,372,50.0,2024-11-13
INV04231,PROD0133,STR010,28,193,304,27.0,2025-11-27
INV04232,PROD0163,STR011,499,287,218,28.0,2025-11-29
INV04233,PROD0081,STR006,170,4,371,35.0,2024-01-09
INV04234,PROD0173,STR013,93,92,36,31.0,2025-02-26
INV04235,PROD0142,STR003,315,29,145,21.0,2024-02-22
INV04236,PROD0049,STR014,480,218,397,61.0,2024-04-18
INV04237,PROD0225,STR011,60,235,175,34.0,2024-01-25
INV04238,PROD0067,STR005,440,73,368,69.0,2024-11-16
INV04239,PROD0023,STR012,268,253,184,76.0,2024-03-28
INV04240,PROD0040,STR007,496,57,213,11.0,2024-08-07
INV04241,PROD0125,STR015,190,222,258,60.0,2025-02-26
INV04242,PROD0010,STR002,331,190,382,57.0,2025-07-12
INV04243,PROD0183,STR002,164,192,27,10.0,2024-01-17
INV04244,PROD0184,STR004,295,106,338,10.0,2024-05-25
INV04245,PROD0117,STR010,250,255,354,45.0,2024-03-31
INV04246,PROD0006,STR015,267,147,246,77.0,2024-12-03
INV04247,PROD0036,STR014,311,268,162,14.0,2025-10-12
INV04248,PROD0115,STR008,344,94,82,63.0,2025-06-16
INV04249,PROD0213,STR003,393,66,356,12.0,2024-10-31
INV04250,PROD0191,STR007,323,295,80,67.0,2025-09-26
INV04251,PROD0004,STR003,434,289,112,33.0,2025-03-09
INV04252,PROD0041,STR008,410,4,238,12.0,2025-08-20
INV04253,PROD0241,STR011,298,156,339,64.0,2024-04-27
INV04254,PROD0146,STR003,221,50,216,51.0,2025-01-12
INV04255,PROD0025,STR002,23,195,14,12.0,2024-04-13
INV04256,PROD0077,STR001,198,178,391,28.0,2024-10-08
INV04257,PROD0162,STR015,155,230,219,66.0,2025-10-28
INV04258,PROD0024,STR008,286,157,106,13.0,2025-02-12
INV04259,PROD0109,STR008,462,175,125,78.0,2025-01-08
INV04260,PROD0002,STR014,117,93,280,62.0,2025-04-22
INV04261,PROD0126,STR006,61,33,92,61.0,2025-03-02
INV04262,PROD0159,STR013,230,219,58,69.0,2024-04-13
INV04263,PROD0059,STR011,327,17,189,44.0,2024-03-01
INV04264,PROD0161,STR004,164,74,329,59.0,2025-06-09
INV04265,PROD0151,STR013,330,154,221,17.0,2025-01-20
INV04266,PROD0245,STR003,190,281,296,59.0,2024-07-09
INV04267,PROD0076,STR008,415,249,139,67.0,2025-08-10
INV04268,PROD0202,STR005,486,54,111,49.0,2024-11-29
INV04269,PROD0219,STR003,410,36,351,24.0,2024-07-27
INV04270,PROD0019,STR008,233,257,376,46.0,2024-10-24
INV04271,PROD0011,STR013,85,263,314,17.0,2024-10-06
INV04272,PROD0141,STR001,46,236,352,72.0,2025-01-09
INV04273,PROD0086,STR007,123,46,48,54.0,2025-11-17
INV04274,PROD0102,STR005,259,183,210,60.0,2024-10-21
INV04275,PROD0153,STR005,363,166,329,66.0,2024-04-07
INV04276,PROD0019,STR011,127,93,97,29.0,2025-03-07
INV04277,PROD0167,STR003,272,289,143,76.0,2025-02-14
INV04278,PROD0208,STR009,289,2,137,77.0,2024-07-21
INV04279,PROD0191,STR008,295,173,32,70.0,2025-09-08
INV04280,PROD0047,STR007,20,70,238,49.0,2025-08-30
INV04281,PROD0035,STR011,353,29,178,54.0,2025-08-14
INV04282,PROD0221,STR003,262,193,6,61.0,2025-09-03
INV04283,PROD0205,STR013,396,119,380,74.0,2025-05-27
INV04284,PROD0200,STR011,22,223,378,59.0,2024-04-28
INV04285,PROD0146,STR015,42,77,384,65.0,2025-12-01
INV04286,PROD0227,STR011,352,230,231,50.0,2024-02-06
INV04287,PROD0036,STR006,319,291,393,15.0,2025-07-05
INV04288,PROD0174,STR008,105,146,263,63.0,2025-06-08
INV04289,PROD0152,STR015,312,14,358,50.0,2024-02-29
INV04290,PROD0030,STR003,321,188,6,54.0,2025-11-10
INV04291,PROD0028,STR006,38,52,393,15.0,2024-08-26
INV04292,PROD0166,STR014,333,87,95,49.0,2024-04-20
INV04293,PROD0116,STR008,144,45,274,47.0,2024-03-10
INV04294,PROD0162,STR005,456,1,262,32.0,2025-07-08
INV04295,PROD0030,STR010,450,112,168,46.0,2025-10-19
INV04296,PROD0167,STR004,179,229,116,74.0,2024-01-26
INV04297,PROD0048,STR001,271,144,268,47.0,2025-07-28
INV04298,PROD0157,STR007,193,97,249,54.0,2025-09-06
INV04299,PROD0242,STR014,121,254,193,66.0,2024-11-16
INV04300,PROD0206,STR011,100,137,288,79.0,2024-03-22
INV04301,PROD0240,STR012,456,90,37,49.0,2024-12-27
INV04302,PROD0217,STR001,81,134,314,63.0,2025-09-22
INV04303,PROD0034,STR009,58,270,15,72.0,2024-11-16
INV04304,PROD0098,STR002,61,130,331,49.0,2025-07-02
INV04305,PROD0208,STR011,151,165,221,13.0,2024-01-22
INV04306,PROD0078,STR001,204,92,364,12.0,2024-04-03
INV04307,PROD0247,STR001,439,47,110,47.0,2025-07-31
INV04308,PROD0012,STR004,195,109,168,65.0,2024-04-13
INV04309,PROD0027,STR002,122,23,387,33.0,2025-05-18
INV04310,PROD0129,STR002,404,266,49,20.0,2025-08-05
INV04311,PROD0241,STR007,220,83,111,73.0,2025-06-26
INV04312,PROD0118,STR009,183,271,237,58.0,2024-05-12
INV04313,PROD0038,STR010,165,123,36,34.0,2024-04-09
INV04314,PROD0197,STR001,373,266,183,66.0,2024-12-05
INV04315,PROD0071,STR006,407,22,56,28.0,2025-04-20
INV04316,PROD0015,STR010,190,203,159,63.0,2025-11-20
INV04317,PROD0175,STR003,473,83,346,45.0,2024-03-08
INV04318,PROD0207,STR004,141,78,74,20.0,2025-02-26
INV04319,PROD0141,STR011,200,196,126,46.0,2024-05-21
INV04320,PROD0208,STR008,266,165,171,78.0,2024-09-22
INV04321,PROD0031,STR009,230,163,0,72.0,2024-10-07
INV04322,PROD0142,STR006,139,96,34,76.0,2024-07-29
INV04323,PROD0175,STR006,74,16,99,68.0,2024-04-06
INV04324,PROD0114,STR012,453,201,326,75.0,2024-07-20
INV04325,PROD0196,STR007,177,6,371,62.0,2025-03-08
INV04326,PROD0017,STR002,273,30,279,59.0,2024-06-10
INV04327,PROD0174,STR013,143,204,143,34.0,2025-11-09
INV04328,PROD0178,STR002,417,112,18,71.0,2024-03-03
